amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,organisation,start-date,units,slug
-200981.53,transferred,LA/2011/0141/106/S1-20,LA/2011/0141/106/S1-20/71,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2011-0141-106-S1-20-71
-2576.47,spent,LA/2011/0737/106/S1-2,LA/2011/0737/106/S1-2/2,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2011-0737-106-S1-2-2
-4590.16,spent,LA/2011/0740/106/S1-2,LA/2011/0740/106/S1-2/2,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2011-0740-106-S1-2-2
-15840,spent,LA/2012/0221/106/S9-1-5,LA/2012/0221/106/S9-1-5/20,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-0221-106-S9-1-5-20
-15840,spent,LA/2012/0221/106/S9-1-5,LA/2012/0221/106/S9-1-5/21,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-0221-106-S9-1-5-21
-10000,transferred,LA/2012/0382/106/S2-12.5-8,LA/2012/0382/106/S2-12.5-8/54,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-0382-106-S2-12-5-8-54
56797.7,received,LA/2012/0799/106/S2-11,LA/2012/0799/106/S2-11/74,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-0799-106-S2-11-74
3544.18,received,LA/2012/0799/106/S2-12,LA/2012/0799/106/S2-12/78,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-0799-106-S2-12-78
6361.34,received,LA/2012/0799/106/S2-8,LA/2012/0799/106/S2-8/57,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-0799-106-S2-8-57
13195.24,received,LA/2012/0799/106/S2-9,LA/2012/0799/106/S2-9/61,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-0799-106-S2-9-61
-29976.29,transferred,LA/2012/1210/UU/S1-1,LA/2012/1210/UU/S1-1/1,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-1210-UU-S1-1-1
-8830.54,spent,LA/2012/1285/106/S1P1-2,LA/2012/1285/106/S1P1-2/3,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-1285-106-S1P1-2-3
333560.75,received,LA/2012/1285/106/S1P1-4,LA/2012/1285/106/S1P1-4/5,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-1285-106-S1P1-4-5
6307.53,received,LA/2012/1285/106/S1P1-6,LA/2012/1285/106/S1P1-6/7,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-1285-106-S1P1-6-7
82763.85,received,LA/2012/1285/106/S1P1-7,LA/2012/1285/106/S1P1-7/8,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-1285-106-S1P1-7-8
-22825.13,transferred,LA/2012/1577/106/S1-11,LA/2012/1577/106/S1-11/25,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-1577-106-S1-11-25
-59988.6,spent,LA/2012/1577/106/S1-15,LA/2012/1577/106/S1-15/32,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-1577-106-S1-15-32
-61846.38,spent,LA/2012/1577/106/S1-15,LA/2012/1577/106/S1-15/33,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-1577-106-S1-15-33
-26838.02,transferred,LA/2012/1577/106/S1-20,LA/2012/1577/106/S1-20/40,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-1577-106-S1-20-40
-27664.55,transferred,LA/2012/1577/106/S1-20,LA/2012/1577/106/S1-20/41,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2012-1577-106-S1-20-41
-4987.97,allocated,LA/2013/1263/106/S2-1,LA/2013/1263/106/S2-1/5,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2013-1263-106-S2-1-5
-35759,transferred,LA/2013/1263/106/S2-2,LA/2013/1263/106/S2-2/6,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2013-1263-106-S2-2-6
-13754.32,spent,LA/2013/1263/106/S2-7,LA/2013/1263/106/S2-7/16,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2013-1263-106-S2-7-16
-28471.43,spent,LA/2013/1263/106/S2-8,LA/2013/1263/106/S2-8/17,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2013-1263-106-S2-8-17
-25728.29,allocated,LA/2013/1409/106/S2-6,LA/2013/1409/106/S2-6/20,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2013-1409-106-S2-6-20
-59532.54,allocated,LA/2013/1506/106/S2-2,LA/2013/1506/106/S2-2/4,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2013-1506-106-S2-2-4
-57911.16,transferred,LA/2013/1506/106/S2-3,LA/2013/1506/106/S2-3/5,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2013-1506-106-S2-3-5
-32648.57,transferred,LA/2013/1506/106/S2-9,LA/2013/1506/106/S2-9/12,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2013-1506-106-S2-9-12
-5000,spent,LA/2013/1595/106/OP-8.1.2,LA/2013/1595/106/OP-8.1.2/1,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2013-1595-106-OP-8-1-2-1
-2126.4,transferred,LA/2014/0440/106/S2P1.1-5,LA/2014/0440/106/S2P1.1-5/13,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-0440-106-S2P1-1-5-13
2069.48,received,LA/2014/0555/106/S1-10,LA/2014/0555/106/S1-10/38,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-0555-106-S1-10-38
3547.69,received,LA/2014/0555/106/S1-12,LA/2014/0555/106/S1-12/41,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-0555-106-S1-12-41
-33026.3,spent,LA/2014/0555/106/S1-13,LA/2014/0555/106/S1-13/42,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-0555-106-S1-13-42
-33249.79,spent,LA/2014/0555/106/S1-13,LA/2014/0555/106/S1-13/43,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-0555-106-S1-13-43
-8642.52,transferred,LA/2014/0555/106/S1-5,LA/2014/0555/106/S1-5/26,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-0555-106-S1-5-26
-8869.22,transferred,LA/2014/0555/106/S1-5,LA/2014/0555/106/S1-5/27,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-0555-106-S1-5-27
27337.89,received,LA/2014/0555/106/S1-6,LA/2014/0555/106/S1-6/29,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-0555-106-S1-6-29
-17809,spent,LA/2014/0555/106/S1-7,LA/2014/0555/106/S1-7/30,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-0555-106-S1-7-30
18359.28,received,LA/2014/0555/106/S1-7,LA/2014/0555/106/S1-7/31,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-0555-106-S1-7-31
-32726.34,allocated,LA/2014/0555/106/S1-9.1,LA/2014/0555/106/S1-9.1/34,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-0555-106-S1-9-1-34
33584.78,received,LA/2014/0555/106/S1-9.1,LA/2014/0555/106/S1-9.1/35,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-0555-106-S1-9-1-35
4198.1,received,LA/2014/0555/106/S1-9.2,LA/2014/0555/106/S1-9.2/36,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-0555-106-S1-9-2-36
-1000,spent,LA/2014/1701/106/OP-8.1.3,LA/2014/1701/106/OP-8.1.3/1,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-1701-106-OP-8-1-3-1
33307.29,received,LA/2014/1701/106/S2P2-3,LA/2014/1701/106/S2P2-3/18,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-1701-106-S2P2-3-18
9233.22,received,LA/2014/1701/106/S2P2-8,LA/2014/1701/106/S2P2-8/26,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-1701-106-S2P2-8-26
1031.93,received,LA/2014/2208/106/OP-8.1.3,LA/2014/2208/106/OP-8.1.3/2,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2014-2208-106-OP-8-1-3-2
-105489.81,transferred,LA/2015/0219/106/S2-5,LA/2015/0219/106/S2-5/19,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2015-0219-106-S2-5-19
5000,received,LA/2016/1795/106/OP-DEF,LA/2016/1795/106/OP-DEF/3,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2016-1795-106-OP-DEF-3
8095.58,received,LA/2018/2304/106A/S2-2,LA/2018/2304/106A/S2-2/3,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2018-2304-106A-S2-2-3
12056.67,received,LA/2018/2304/106A/S2-5,LA/2018/2304/106A/S2-5/5,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2018-2304-106A-S2-5-5
912.69,received,LA/2018/2304/106A/S2-8,LA/2018/2304/106A/S2-8/8,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2018-2304-106A-S2-8-8
15765,secured,18/02488/FL_1.1,18/02488/FL_1.1.1,2020-12-09,2020-12-09,local-authority-eng:TON,2019-02-14,,/developer-agreement-transaction/local-authority-eng/TON/18-02488-FL-1-1-1
15765,received,18/02488/FL_1.1,18/02488/FL_1.1.2,,2020-12-09,local-authority-eng:TON,2019-02-14,,/developer-agreement-transaction/local-authority-eng/TON/18-02488-FL-1-1-2
6565,received,19/01890/FL_1.1,19/01890/FL_1.1.1,,2020-11-19,local-authority-eng:TON,2020-01-20,,/developer-agreement-transaction/local-authority-eng/TON/19-01890-FL-1-1-1
2000,received,2092/16/FUL-CON1,1,,2016-12-02,local-authority-eng:WDE,2016-12-02,,/developer-agreement-transaction/local-authority-eng/WDE/1
-3439,received,01037/2013-CON3,10,,2016-02-08,local-authority-eng:WDE,2016-02-08,,/developer-agreement-transaction/local-authority-eng/WDE/10
-8862,received,01037/2013-CON4,11,,2016-02-08,local-authority-eng:WDE,2016-02-08,,/developer-agreement-transaction/local-authority-eng/WDE/11
31949.81,received,00358/2010-CON1,2,,2013-01-15,local-authority-eng:WDE,2013-01-15,,/developer-agreement-transaction/local-authority-eng/WDE/2
170395.56,received,00610/2015-CON1,3,,2018-06-17,local-authority-eng:WDE,2018-06-17,,/developer-agreement-transaction/local-authority-eng/WDE/3
8300.68,received,00014/2014-CON1,4,,2014-09-02,local-authority-eng:WDE,2014-09-02,,/developer-agreement-transaction/local-authority-eng/WDE/4
26194.44,received,0825/16/F-CON1,5,,2017-08-31,local-authority-eng:WDE,2017-08-31,,/developer-agreement-transaction/local-authority-eng/WDE/5
113865.89,secured,2022/16/OPA-CON1,6,,2017-05-11,local-authority-eng:WDE,2017-05-11,,/developer-agreement-transaction/local-authority-eng/WDE/6
76593.93,secured,2092/16/FUL-CON1,7,,2016-12-02,local-authority-eng:WDE,2016-12-02,,/developer-agreement-transaction/local-authority-eng/WDE/7
1050,received,01037/2013-CON1,8,,2016-02-08,local-authority-eng:WDE,2016-02-08,,/developer-agreement-transaction/local-authority-eng/WDE/8
-21000,received,01037/2013-CON2,9,,2016-02-08,local-authority-eng:WDE,2016-02-08,,/developer-agreement-transaction/local-authority-eng/WDE/9
4511.43,received,LA2016/119B,14/10444/CIL,,2020-04-15,local-authority-eng:WIL,2020-03-10,,/developer-agreement-transaction/local-authority-eng/WIL/14-10444-CIL
1434.38,received,LA2015/322B,15/05086/CIL,,2020-04-15,local-authority-eng:WIL,2019-04-03,,/developer-agreement-transaction/local-authority-eng/WIL/15-05086-CIL
595,received,LA2015/420A,15/05550/CIL,,2020-04-15,local-authority-eng:WIL,2019-06-06,,/developer-agreement-transaction/local-authority-eng/WIL/15-05550-CIL
3004.75,received,LA2015/400A,15/07201/CIL,,2020-04-15,local-authority-eng:WIL,2019-05-21,,/developer-agreement-transaction/local-authority-eng/WIL/15-07201-CIL
449.14,received,LA2016/182B,15/07289/CIL,,2020-04-15,local-authority-eng:WIL,2019-07-29,,/developer-agreement-transaction/local-authority-eng/WIL/15-07289-CIL
4575.85,received,LA2019/229B,15/08696/CIL,,2020-04-15,local-authority-eng:WIL,2019-08-19,,/developer-agreement-transaction/local-authority-eng/WIL/15-08696-CIL
1719.88,secured,LA2019/211B,15/11291/CIL,,2020-04-15,local-authority-eng:WIL,2019-07-30,,/developer-agreement-transaction/local-authority-eng/WIL/15-11291-CIL
1039.09,received,LA2016/460A,15/11698/CIL,,2020-04-15,local-authority-eng:WIL,2019-09-27,,/developer-agreement-transaction/local-authority-eng/WIL/15-11698-CIL
201.95,received,LA2018/036B,15/12294/CIL,,2020-04-15,local-authority-eng:WIL,2019-04-02,,/developer-agreement-transaction/local-authority-eng/WIL/15-12294-CIL
1184.82,received,LA2016/121B,15/12308/CIL,,2020-04-15,local-authority-eng:WIL,2019-04-02,,/developer-agreement-transaction/local-authority-eng/WIL/15-12308-CIL
1736.86,received,LA2017/127B,16/02827/CIL,,2020-04-15,local-authority-eng:WIL,2019-10-11,,/developer-agreement-transaction/local-authority-eng/WIL/16-02827-CIL
1276.47,received,LA2016/333A,16/05034/CIL,,2020-04-15,local-authority-eng:WIL,2019-12-20,,/developer-agreement-transaction/local-authority-eng/WIL/16-05034-CIL
7530.44,received,LA2019/130B,16/05344/CIL,,2020-04-15,local-authority-eng:WIL,2020-01-30,,/developer-agreement-transaction/local-authority-eng/WIL/16-05344-CIL
2167.03,received,LA2017/063B,16/07016/CIL,,2020-04-15,local-authority-eng:WIL,2019-04-12,,/developer-agreement-transaction/local-authority-eng/WIL/16-07016-CIL
330.38,received,LA2019/272A,16/07198/CIL,,2020-04-15,local-authority-eng:WIL,2019-10-16,,/developer-agreement-transaction/local-authority-eng/WIL/16-07198-CIL
273.3,received,LA2016/461A,16/07283/CIL,,2020-04-15,local-authority-eng:WIL,2019-07-25,,/developer-agreement-transaction/local-authority-eng/WIL/16-07283-CIL
89.38,received,LA2019/331A,16/08702/CIL,,2020-04-15,local-authority-eng:WIL,2019-12-24,,/developer-agreement-transaction/local-authority-eng/WIL/16-08702-CIL
3576.38,received,LA2017/111B,16/08971/CIL,,2020-04-15,local-authority-eng:WIL,2019-07-04,,/developer-agreement-transaction/local-authority-eng/WIL/16-08971-CIL
238.98,secured,LA2020/024A,16/09788/CIL,,2020-04-15,local-authority-eng:WIL,2020-03-09,,/developer-agreement-transaction/local-authority-eng/WIL/16-09788-CIL
22441.39,secured,LA2019/326B,16/10513/CIL,,2020-04-15,local-authority-eng:WIL,2020-01-20,,/developer-agreement-transaction/local-authority-eng/WIL/16-10513-CIL
348.55,received,LA2018/204B,16/11064/CIL,,2020-04-15,local-authority-eng:WIL,2020-01-17,,/developer-agreement-transaction/local-authority-eng/WIL/16-11064-CIL
3893.62,secured,LA2017/236B,16/11728/CIL,,2020-04-15,local-authority-eng:WIL,2019-10-15,,/developer-agreement-transaction/local-authority-eng/WIL/16-11728-CIL
215.05,received,LA2017/081A,16/11928/CIL,,2020-04-15,local-authority-eng:WIL,2019-06-18,,/developer-agreement-transaction/local-authority-eng/WIL/16-11928-CIL
1406.63,received,LA2019/135A,16/12263/CIL,,2020-04-15,local-authority-eng:WIL,2019-05-17,,/developer-agreement-transaction/local-authority-eng/WIL/16-12263-CIL
1116.22,received,LA2019/068A,16/12397/CIL,,2020-04-15,local-authority-eng:WIL,2019-04-02,,/developer-agreement-transaction/local-authority-eng/WIL/16-12397-CIL
105.88,received,LA2017/379A,17/00447/CIL,,2020-04-15,local-authority-eng:WIL,2020-03-20,,/developer-agreement-transaction/local-authority-eng/WIL/17-00447-CIL
7524.41,received,LA2017/234B,17/01003/CIL,,2020-04-15,local-authority-eng:WIL,2019-05-14,,/developer-agreement-transaction/local-authority-eng/WIL/17-01003-CIL
1031.53,received,LA2017/203A,17/01972/CIL,,2020-04-15,local-authority-eng:WIL,2019-05-31,,/developer-agreement-transaction/local-authority-eng/WIL/17-01972-CIL
6.55,received,LA2017/252A,17/03319/CIL,,2020-04-15,local-authority-eng:WIL,2019-07-30,,/developer-agreement-transaction/local-authority-eng/WIL/17-03319-CIL
345.95,received,LA2017/271A,17/04080/CIL,,2020-04-15,local-authority-eng:WIL,2019-04-29,,/developer-agreement-transaction/local-authority-eng/WIL/17-04080-CIL
4151.4,received,LA2019/271B,17/05625/CIL,,2020-04-15,local-authority-eng:WIL,2019-10-16,,/developer-agreement-transaction/local-authority-eng/WIL/17-05625-CIL
1980.47,received,LA2017/329B,17/06804/CIL,,2020-04-15,local-authority-eng:WIL,2019-05-09,,/developer-agreement-transaction/local-authority-eng/WIL/17-06804-CIL
1533.4,received,LA2017/333A,17/07283/CIL,,2020-04-15,local-authority-eng:WIL,2019-07-31,,/developer-agreement-transaction/local-authority-eng/WIL/17-07283-CIL
2852.62,received,LA2019/233B,17/08775/CIL,,2020-04-15,local-authority-eng:WIL,2020-02-24,,/developer-agreement-transaction/local-authority-eng/WIL/17-08775-CIL
4813.08,secured,LA2018/080A,17/08942/CIL,,2020-04-15,local-authority-eng:WIL,2019-12-13,,/developer-agreement-transaction/local-authority-eng/WIL/17-08942-CIL
2198.06,received,LA2019/113A,17/08959/CIL,,2020-04-15,local-authority-eng:WIL,2019-05-14,,/developer-agreement-transaction/local-authority-eng/WIL/17-08959-CIL
6740.92,received,LA2019/132B,17/09443/CIL,,2020-04-15,local-authority-eng:WIL,2019-11-19,,/developer-agreement-transaction/local-authority-eng/WIL/17-09443-CIL
24.06,received,LA2019/315A,17/09632/CIL,,2020-04-15,local-authority-eng:WIL,2020-02-25,,/developer-agreement-transaction/local-authority-eng/WIL/17-09632-CIL
344.85,received,LA2019/215A,17/09801/CIL,,2020-04-15,local-authority-eng:WIL,2019-07-30,,/developer-agreement-transaction/local-authority-eng/WIL/17-09801-CIL
20078.24,secured,LA2018/120A,17/12194/CIL,,2020-04-15,local-authority-eng:WIL,2019-05-15,,/developer-agreement-transaction/local-authority-eng/WIL/17-12194-CIL
1995.38,received,LA2019/061B,17/12474/CIL,,2020-04-15,local-authority-eng:WIL,2019-04-30,,/developer-agreement-transaction/local-authority-eng/WIL/17-12474-CIL
1307.43,secured,LA2020/004A,17/12531/CIL,,2020-04-15,local-authority-eng:WIL,2020-03-09,,/developer-agreement-transaction/local-authority-eng/WIL/17-12531-CIL
536.31,received,LA2019/242B,18/00380/CIL,,2020-04-15,local-authority-eng:WIL,2019-09-04,,/developer-agreement-transaction/local-authority-eng/WIL/18-00380-CIL
5390.25,received,LA2018/063B,18/00800/CIL,,2020-04-15,local-authority-eng:WIL,2020-01-07,,/developer-agreement-transaction/local-authority-eng/WIL/18-00800-CIL
844.2,received,LA2018/082B,18/00940/CIL,,2020-04-15,local-authority-eng:WIL,2019-08-23,,/developer-agreement-transaction/local-authority-eng/WIL/18-00940-CIL
10324.04,received,LA2019/285B,18/00985/CIL,,2020-04-15,local-authority-eng:WIL,2020-01-15,,/developer-agreement-transaction/local-authority-eng/WIL/18-00985-CIL
350.46,received,LA2018/085A,18/02232/CIL,,2020-04-15,local-authority-eng:WIL,2019-06-05,,/developer-agreement-transaction/local-authority-eng/WIL/18-02232-CIL
244.48,received,LA2018/081A,18/02409/CIL,,2020-04-15,local-authority-eng:WIL,2019-12-17,,/developer-agreement-transaction/local-authority-eng/WIL/18-02409-CIL
3373.72,secured,LA2018/117B,18/02652/CIL,,2020-04-15,local-authority-eng:WIL,2020-03-17,,/developer-agreement-transaction/local-authority-eng/WIL/18-02652-CIL
10388.05,received,LA2019/154B,18/03098/CIL,,2020-04-15,local-authority-eng:WIL,2019-05-31,,/developer-agreement-transaction/local-authority-eng/WIL/18-03098-CIL
1078.59,received,LA2019/249A,18/03943/CIL,,2020-04-15,local-authority-eng:WIL,2019-10-21,,/developer-agreement-transaction/local-authority-eng/WIL/18-03943-CIL
16206.62,received,LA2019/284A1,18/04224/CIL,,2020-04-15,local-authority-eng:WIL,2019-11-18,,/developer-agreement-transaction/local-authority-eng/WIL/18-04224-CIL
3800.54,received,LA2018/201A2,18/04477/CIL,,2020-04-15,local-authority-eng:WIL,2019-10-02,,/developer-agreement-transaction/local-authority-eng/WIL/18-04477-CIL
7290.79,received,LA2019/010B,18/04614/CIL,,2020-04-15,local-authority-eng:WIL,2019-07-02,,/developer-agreement-transaction/local-authority-eng/WIL/18-04614-CIL
8365.23,received,LA2020/018B,18/04724/CIL,,2020-04-15,local-authority-eng:WIL,2020-02-24,,/developer-agreement-transaction/local-authority-eng/WIL/18-04724-CIL
162.78,received,LA2019/318A,18/04733/CIL,,2020-04-15,local-authority-eng:WIL,2019-12-05,,/developer-agreement-transaction/local-authority-eng/WIL/18-04733-CIL
